r,t,y,TotalTechnologyAnnualActivity
REGION1,DEMAGRDSL,2020,14.88
REGION1,DEMAGRDSL,2021,15.618
REGION1,DEMAGRDSL,2022,16.267
REGION1,DEMAGRDSL,2023,16.652
REGION1,DEMAGRDSL,2024,17.594
REGION1,DEMAGRDSL,2025,18.141
REGION1,DEMAGRDSL,2026,17.415
REGION1,DEMAGRDSL,2027,16.689
REGION1,DEMAGRDSL,2028,15.964
REGION1,DEMAGRDSL,2029,15.238
REGION1,DEMAGRDSL,2030,14.513
REGION1,DEMAGRDSL,2031,13.787
REGION1,DEMAGRDSL,2032,13.061
REGION1,DEMAGRDSL,2033,12.336
REGION1,DEMAGRDSL,2034,11.61
REGION1,DEMAGRDSL,2035,10.885
REGION1,DEMAGRDSL,2036,10.159
REGION1,DEMAGRDSL,2037,9.434
REGION1,DEMAGRDSL,2038,8.708
REGION1,DEMAGRDSL,2039,7.982
REGION1,DEMAGRDSL,2040,7.257
REGION1,DEMAGRDSL,2041,6.531
REGION1,DEMAGRDSL,2042,5.806
REGION1,DEMAGRDSL,2043,5.08
REGION1,DEMAGRDSL,2044,4.354
REGION1,DEMAGRDSL,2045,3.629
REGION1,DEMAGRDSL,2046,2.903
REGION1,DEMAGRDSL,2047,2.178
REGION1,DEMAGRDSL,2048,1.452
REGION1,DEMAGRDSL,2049,0.727
REGION1,DEMAGRELCB02,2026,1.38
REGION1,DEMAGRELCB02,2027,2.76
REGION1,DEMAGRELCB02,2028,4.13
REGION1,DEMAGRELCB02,2029,5.51
REGION1,DEMAGRELCB02,2030,6.89
REGION1,DEMAGRELCB02,2031,8.27
REGION1,DEMAGRELCB02,2032,9.65
REGION1,DEMAGRELCB02,2033,11.02
REGION1,DEMAGRELCB02,2034,12.4
REGION1,DEMAGRELCB02,2035,13.78
REGION1,DEMAGRELCB02,2036,15.16
REGION1,DEMAGRELCB02,2037,16.53
REGION1,DEMAGRELCB02,2038,17.91
REGION1,DEMAGRELCB02,2039,19.29
REGION1,DEMAGRELCB02,2040,20.67
REGION1,DEMAGRELCB02,2041,22.05
REGION1,DEMAGRELCB02,2042,23.42
REGION1,DEMAGRELCB02,2043,24.8
REGION1,DEMAGRELCB02,2044,26.18
REGION1,DEMAGRELCB02,2045,27.56
REGION1,DEMAGRELCB02,2046,28.94
REGION1,DEMAGRELCB02,2047,30.31
REGION1,DEMAGRELCB02,2048,31.69
REGION1,DEMAGRELCB02,2049,33.07
REGION1,DEMAGRELCB02,2050,34.447
REGION1,DEMAGRSURBC1,2020,0.3564
REGION1,DEMAGRSURBC1,2021,0.4246
REGION1,DEMAGRSURBC1,2022,0.4229
REGION1,DEMAGRSURBC1,2023,0.4219
REGION1,DEMAGRSURBC1,2024,0.4237
REGION1,DEMAGRSURBC1,2025,0.4491
REGION1,DEMAGRSURBC1,2026,0.4825
REGION1,DEMAGRSURBC1,2027,0.5666
REGION1,DEMAGRSURBC1,2028,0.604
REGION1,DEMAGRSURBC1,2029,0.6357
REGION1,DEMAGRSURBC1,2030,0.6719
REGION1,DEMAGRSURBC1,2031,0.7073
REGION1,DEMAGRSURBC1,2032,0.7341
REGION1,DEMAGRSURBC1,2033,0.768
REGION1,DEMAGRSURBC1,2034,0.801
REGION1,DEMAGRSURBC1,2035,1.7057
REGION1,DEMAGRSURBC1,2036,1.7946
REGION1,DEMAGRSURBC1,2037,1.832
REGION1,DEMAGRSURBC1,2038,1.8685
REGION1,DEMAGRSURBC1,2039,1.9042
REGION1,DEMAGRSURBC1,2040,1.9114
REGION1,DEMAGRSURBC1,2041,1.9206
REGION1,DEMAGRSURBC1,2042,1.9286
REGION1,DEMAGRSURBC1,2043,1.9379
REGION1,DEMAGRSURBC1,2044,1.9459
REGION1,DEMAGRSURBC1,2045,1.9546
REGION1,DEMAGRSURBC1,2046,1.9626
REGION1,DEMAGRSURBC1,2047,1.9707
REGION1,DEMAGRSURBC1,2048,1.9794
REGION1,DEMAGRSURBC1,2049,1.9883
REGION1,DEMAGRSURBC1,2050,1.9964
REGION1,DEMCOMBIO,2020,0.12
REGION1,DEMCOMBIO,2021,0.17
REGION1,DEMCOMBIO,2022,0.22
REGION1,DEMCOMBIO,2023,0.26
REGION1,DEMCOMBIO,2024,0.31
REGION1,DEMCOMBIO,2025,0.35
REGION1,DEMCOMBIO,2026,0.34
REGION1,DEMCOMBIO,2027,0.32
REGION1,DEMCOMBIO,2028,0.31
REGION1,DEMCOMBIO,2029,0.29
REGION1,DEMCOMBIO,2030,0.28
REGION1,DEMCOMBIO,2031,0.27
REGION1,DEMCOMBIO,2032,0.25
REGION1,DEMCOMBIO,2033,0.24
REGION1,DEMCOMBIO,2034,0.22
REGION1,DEMCOMBIO,2035,0.21
REGION1,DEMCOMBIO,2036,0.2
REGION1,DEMCOMBIO,2037,0.18
REGION1,DEMCOMBIO,2038,0.17
REGION1,DEMCOMBIO,2039,0.15
REGION1,DEMCOMBIO,2040,0.14
REGION1,DEMCOMBIO,2041,0.13
REGION1,DEMCOMBIO,2042,0.11
REGION1,DEMCOMBIO,2043,0.1
REGION1,DEMCOMBIO,2044,0.08
REGION1,DEMCOMBIO,2045,0.07
REGION1,DEMCOMBIO,2046,0.06
REGION1,DEMCOMBIO,2047,0.04
REGION1,DEMCOMBIO,2048,0.03
REGION1,DEMCOMBIO,2049,0.01
REGION1,DEMCOMELCB02,2020,57.0
REGION1,DEMCOMELCB02,2021,58.29
REGION1,DEMCOMELCB02,2022,59.36
REGION1,DEMCOMELCB02,2023,60.24
REGION1,DEMCOMELCB02,2024,60.96
REGION1,DEMCOMELCB02,2025,61.69
REGION1,DEMCOMELCB02,2026,63.56
REGION1,DEMCOMELCB02,2027,65.43
REGION1,DEMCOMELCB02,2028,67.31
REGION1,DEMCOMELCB02,2029,69.18
REGION1,DEMCOMELCB02,2030,71.05
REGION1,DEMCOMELCB02,2031,72.92
REGION1,DEMCOMELCB02,2032,74.79
REGION1,DEMCOMELCB02,2033,76.66
REGION1,DEMCOMELCB02,2034,78.54
REGION1,DEMCOMELCB02,2035,80.41
REGION1,DEMCOMELCB02,2036,82.28
REGION1,DEMCOMELCB02,2037,84.15
REGION1,DEMCOMELCB02,2038,86.02
REGION1,DEMCOMELCB02,2039,87.89
REGION1,DEMCOMELCB02,2040,89.77
REGION1,DEMCOMELCB02,2041,91.64
REGION1,DEMCOMELCB02,2042,93.51
REGION1,DEMCOMELCB02,2043,95.38
REGION1,DEMCOMELCB02,2044,97.25
REGION1,DEMCOMELCB02,2045,99.12
REGION1,DEMCOMELCB02,2046,101.0
REGION1,DEMCOMELCB02,2047,102.87
REGION1,DEMCOMELCB02,2048,104.74
REGION1,DEMCOMELCB02,2049,106.61
REGION1,DEMCOMELCB02,2050,108.48
REGION1,DEMCOMKER,2020,10.57
REGION1,DEMCOMKER,2021,10.8
REGION1,DEMCOMKER,2022,11.0
REGION1,DEMCOMKER,2023,11.17
REGION1,DEMCOMKER,2024,11.33
REGION1,DEMCOMKER,2025,11.48
REGION1,DEMCOMKER,2026,11.02
REGION1,DEMCOMKER,2027,10.56
REGION1,DEMCOMKER,2028,10.1
REGION1,DEMCOMKER,2029,9.64
REGION1,DEMCOMKER,2030,9.18
REGION1,DEMCOMKER,2031,8.73
REGION1,DEMCOMKER,2032,8.27
REGION1,DEMCOMKER,2033,7.81
REGION1,DEMCOMKER,2034,7.35
REGION1,DEMCOMKER,2035,6.89
REGION1,DEMCOMKER,2036,6.43
REGION1,DEMCOMKER,2037,5.97
REGION1,DEMCOMKER,2038,5.51
REGION1,DEMCOMKER,2039,5.05
REGION1,DEMCOMKER,2040,4.59
REGION1,DEMCOMKER,2041,4.13
REGION1,DEMCOMKER,2042,3.67
REGION1,DEMCOMKER,2043,3.22
REGION1,DEMCOMKER,2044,2.76
REGION1,DEMCOMKER,2045,2.3
REGION1,DEMCOMKER,2046,1.84
REGION1,DEMCOMKER,2047,1.38
REGION1,DEMCOMKER,2048,0.92
REGION1,DEMCOMKER,2049,0.46
REGION1,DEMCOMNGS,2020,84.05
REGION1,DEMCOMNGS,2021,84.1
REGION1,DEMCOMNGS,2022,84.04
REGION1,DEMCOMNGS,2023,84.11
REGION1,DEMCOMNGS,2024,84.63
REGION1,DEMCOMNGS,2025,85.66
REGION1,DEMCOMNGS,2026,82.23
REGION1,DEMCOMNGS,2027,78.81
REGION1,DEMCOMNGS,2028,75.38
REGION1,DEMCOMNGS,2029,71.95
REGION1,DEMCOMNGS,2030,68.53
REGION1,DEMCOMNGS,2031,65.1
REGION1,DEMCOMNGS,2032,61.68
REGION1,DEMCOMNGS,2033,58.25
REGION1,DEMCOMNGS,2034,54.82
REGION1,DEMCOMNGS,2035,51.4
REGION1,DEMCOMNGS,2036,47.97
REGION1,DEMCOMNGS,2037,44.54
REGION1,DEMCOMNGS,2038,41.12
REGION1,DEMCOMNGS,2039,37.69
REGION1,DEMCOMNGS,2040,34.26
REGION1,DEMCOMNGS,2041,30.84
REGION1,DEMCOMNGS,2042,27.41
REGION1,DEMCOMNGS,2043,23.98
REGION1,DEMCOMNGS,2044,20.56
REGION1,DEMCOMNGS,2045,17.13
REGION1,DEMCOMNGS,2046,13.71
REGION1,DEMCOMNGS,2047,10.28
REGION1,DEMCOMNGS,2048,6.85
REGION1,DEMCOMNGS,2049,3.43
REGION1,DEMINDBIO,2020,160.04
REGION1,DEMINDBIO,2021,160.69
REGION1,DEMINDBIO,2022,161.12
REGION1,DEMINDBIO,2023,161.83
REGION1,DEMINDBIO,2024,162.64
REGION1,DEMINDBIO,2025,162.14
REGION1,DEMINDBIO,2026,161.92
REGION1,DEMINDBIO,2027,161.82
REGION1,DEMINDBIO,2028,161.68
REGION1,DEMINDBIO,2029,161.08
REGION1,DEMINDBIO,2030,160.31
REGION1,DEMINDBIO,2031,152.29
REGION1,DEMINDBIO,2032,144.28
REGION1,DEMINDBIO,2033,136.26
REGION1,DEMINDBIO,2034,128.25
REGION1,DEMINDBIO,2035,120.23
REGION1,DEMINDBIO,2036,112.22
REGION1,DEMINDBIO,2037,104.2
REGION1,DEMINDBIO,2038,96.19
REGION1,DEMINDBIO,2039,88.17
REGION1,DEMINDBIO,2040,80.16
REGION1,DEMINDBIO,2041,72.14
REGION1,DEMINDBIO,2042,64.12
REGION1,DEMINDBIO,2043,56.11
REGION1,DEMINDBIO,2044,48.09
REGION1,DEMINDBIO,2045,40.08
REGION1,DEMINDBIO,2046,32.06
REGION1,DEMINDBIO,2047,24.05
REGION1,DEMINDBIO,2048,16.03
REGION1,DEMINDBIO,2049,8.02
REGION1,DEMINDDSL,2020,108.46
REGION1,DEMINDDSL,2021,108.13
REGION1,DEMINDDSL,2022,107.38
REGION1,DEMINDDSL,2023,106.95
REGION1,DEMINDDSL,2024,107.33
REGION1,DEMINDDSL,2025,108.15
REGION1,DEMINDDSL,2026,109.45
REGION1,DEMINDDSL,2027,110.63
REGION1,DEMINDDSL,2028,111.27
REGION1,DEMINDDSL,2029,111.29
REGION1,DEMINDDSL,2030,111.38
REGION1,DEMINDDSL,2031,105.81
REGION1,DEMINDDSL,2032,100.24
REGION1,DEMINDDSL,2033,94.67
REGION1,DEMINDDSL,2034,89.1
REGION1,DEMINDDSL,2035,83.54
REGION1,DEMINDDSL,2036,77.97
REGION1,DEMINDDSL,2037,72.4
REGION1,DEMINDDSL,2038,66.83
REGION1,DEMINDDSL,2039,61.26
REGION1,DEMINDDSL,2040,55.69
REGION1,DEMINDDSL,2041,50.12
REGION1,DEMINDDSL,2042,44.55
REGION1,DEMINDDSL,2043,38.98
REGION1,DEMINDDSL,2044,33.41
REGION1,DEMINDDSL,2045,27.85
REGION1,DEMINDDSL,2046,22.28
REGION1,DEMINDDSL,2047,16.71
REGION1,DEMINDDSL,2048,11.14
REGION1,DEMINDDSL,2049,5.57
REGION1,DEMINDELCB02,2020,101.14
REGION1,DEMINDELCB02,2021,101.4
REGION1,DEMINDELCB02,2022,101.77
REGION1,DEMINDELCB02,2023,102.35
REGION1,DEMINDELCB02,2024,114.88
REGION1,DEMINDELCB02,2025,116.99
REGION1,DEMINDELCB02,2026,120.41
REGION1,DEMINDELCB02,2027,120.37
REGION1,DEMINDELCB02,2028,119.91
REGION1,DEMINDELCB02,2029,119.3
REGION1,DEMINDELCB02,2030,120.42
REGION1,DEMINDELCB02,2031,154.05
REGION1,DEMINDELCB02,2032,187.68
REGION1,DEMINDELCB02,2033,221.31
REGION1,DEMINDELCB02,2034,254.95
REGION1,DEMINDELCB02,2035,288.58
REGION1,DEMINDELCB02,2036,322.21
REGION1,DEMINDELCB02,2037,355.84
REGION1,DEMINDELCB02,2038,389.47
REGION1,DEMINDELCB02,2039,423.1
REGION1,DEMINDELCB02,2040,456.74
REGION1,DEMINDELCB02,2041,490.37
REGION1,DEMINDELCB02,2042,524.0
REGION1,DEMINDELCB02,2043,557.63
REGION1,DEMINDELCB02,2044,591.26
REGION1,DEMINDELCB02,2045,624.89
REGION1,DEMINDELCB02,2046,658.53
REGION1,DEMINDELCB02,2047,692.16
REGION1,DEMINDELCB02,2048,725.79
REGION1,DEMINDELCB02,2049,759.42
REGION1,DEMINDELCB02,2050,793.05
REGION1,DEMINDNGS,2020,224.86
REGION1,DEMINDNGS,2021,219.32
REGION1,DEMINDNGS,2022,213.92
REGION1,DEMINDNGS,2023,211.63
REGION1,DEMINDNGS,2024,221.34
REGION1,DEMINDNGS,2025,242.83
REGION1,DEMINDNGS,2026,275.13
REGION1,DEMINDNGS,2027,283.17
REGION1,DEMINDNGS,2028,284.61
REGION1,DEMINDNGS,2029,286.56
REGION1,DEMINDNGS,2030,304.7
REGION1,DEMINDNGS,2031,289.47
REGION1,DEMINDNGS,2032,274.23
REGION1,DEMINDNGS,2033,259.0
REGION1,DEMINDNGS,2034,243.76
REGION1,DEMINDNGS,2035,228.53
REGION1,DEMINDNGS,2036,213.29
REGION1,DEMINDNGS,2037,198.06
REGION1,DEMINDNGS,2038,182.82
REGION1,DEMINDNGS,2039,167.59
REGION1,DEMINDNGS,2040,152.35
REGION1,DEMINDNGS,2041,137.12
REGION1,DEMINDNGS,2042,121.88
REGION1,DEMINDNGS,2043,106.65
REGION1,DEMINDNGS,2044,91.41
REGION1,DEMINDNGS,2045,76.18
REGION1,DEMINDNGS,2046,60.94
REGION1,DEMINDNGS,2047,45.71
REGION1,DEMINDNGS,2048,30.47
REGION1,DEMINDNGS,2049,15.24
REGION1,DEMPUBSURBC1,2020,0.85
REGION1,DEMPUBSURBC1,2021,0.86
REGION1,DEMPUBSURBC1,2022,0.86
REGION1,DEMPUBSURBC1,2023,0.87
REGION1,DEMPUBSURBC1,2024,0.88
REGION1,DEMPUBSURBC1,2025,0.89
REGION1,DEMPUBSURBC1,2026,0.9
REGION1,DEMPUBSURBC1,2027,0.91
REGION1,DEMPUBSURBC1,2028,0.92
REGION1,DEMPUBSURBC1,2029,0.93
REGION1,DEMPUBSURBC1,2030,0.94
REGION1,DEMPUBSURBC1,2031,0.95
REGION1,DEMPUBSURBC1,2032,0.96
REGION1,DEMPUBSURBC1,2033,0.98
REGION1,DEMPUBSURBC1,2034,0.99
REGION1,DEMPUBSURBC1,2035,1.0
REGION1,DEMPUBSURBC1,2036,1.01
REGION1,DEMPUBSURBC1,2037,1.02
REGION1,DEMPUBSURBC1,2038,1.03
REGION1,DEMPUBSURBC1,2039,1.04
REGION1,DEMPUBSURBC1,2040,1.05
REGION1,DEMPUBSURBC1,2041,1.06
REGION1,DEMPUBSURBC1,2042,1.08
REGION1,DEMPUBSURBC1,2043,1.09
REGION1,DEMPUBSURBC1,2044,1.1
REGION1,DEMPUBSURBC1,2045,1.11
REGION1,DEMPUBSURBC1,2046,1.12
REGION1,DEMPUBSURBC1,2047,1.14
REGION1,DEMPUBSURBC1,2048,1.15
REGION1,DEMPUBSURBC1,2049,1.16
REGION1,DEMPUBSURBC1,2050,1.17
REGION1,DEMPWRBIO,2020,36.8995
REGION1,DEMPWRBIO,2021,36.8995
REGION1,DEMPWRBIO,2022,36.8995
REGION1,DEMPWRBIO,2023,36.8995
REGION1,DEMPWRBIO,2024,36.8995
REGION1,DEMPWRBIO,2025,36.8995
REGION1,DEMPWRBIO,2026,36.8995
REGION1,DEMPWRBIO,2027,36.8995
REGION1,DEMPWRBIO,2028,36.8995
REGION1,DEMPWRBIO,2029,36.8995
REGION1,DEMPWRBIO,2030,36.8995
REGION1,DEMPWRBIO,2031,36.8995
REGION1,DEMPWRBIO,2032,36.8995
REGION1,DEMPWRBIO,2033,36.8995
REGION1,DEMPWRBIO,2034,36.8995
REGION1,DEMPWRBIO,2035,36.8995
REGION1,DEMPWRBIO,2036,36.8995
REGION1,DEMPWRBIO,2037,36.8995
REGION1,DEMPWRBIO,2038,36.8995
REGION1,DEMPWRBIO,2039,36.8995
REGION1,DEMPWRBIO,2040,36.8995
REGION1,DEMPWRBIO,2041,36.8995
REGION1,DEMPWRBIO,2042,36.8995
REGION1,DEMPWRBIO,2043,36.8995
REGION1,DEMPWRBIO,2044,36.8995
REGION1,DEMPWRBIO,2045,36.8995
REGION1,DEMPWRBIO,2046,36.8995
REGION1,DEMPWRBIO,2047,42.3625
REGION1,DEMPWRBIO,2048,103.6628
REGION1,DEMPWRBIO,2049,116.7135
REGION1,DEMPWRBIO,2050,116.7135
REGION1,DEMPWRGEO,2026,99.7125
REGION1,DEMPWRGEO,2027,185.2993
REGION1,DEMPWRGEO,2028,267.7765
REGION1,DEMPWRGEO,2029,349.0691
REGION1,DEMPWRGEO,2030,443.1701
REGION1,DEMPWRGEO,2031,543.5108
REGION1,DEMPWRGEO,2032,543.5108
REGION1,DEMPWRGEO,2033,543.5108
REGION1,DEMPWRGEO,2034,543.5108
REGION1,DEMPWRGEO,2035,543.5108
REGION1,DEMPWRGEO,2036,543.5108
REGION1,DEMPWRGEO,2037,863.7518
REGION1,DEMPWRGEO,2038,1014.5534
REGION1,DEMPWRGEO,2039,1014.5534
REGION1,DEMPWRGEO,2040,1014.5534
REGION1,DEMPWRGEO,2041,1014.5534
REGION1,DEMPWRGEO,2042,1014.5534
REGION1,DEMPWRGEO,2043,1014.5534
REGION1,DEMPWRGEO,2044,1014.5534
REGION1,DEMPWRGEO,2045,1014.5534
REGION1,DEMPWRGEO,2046,1014.5534
REGION1,DEMPWRGEO,2047,1014.5534
REGION1,DEMPWRGEO,2048,1014.5534
REGION1,DEMPWRGEO,2049,1014.5534
REGION1,DEMPWRGEO,2050,1014.5534
REGION1,DEMPWRHYD,2020,240.933
REGION1,DEMPWRHYD,2021,240.933
REGION1,DEMPWRHYD,2022,240.933
REGION1,DEMPWRHYD,2023,240.933
REGION1,DEMPWRHYD,2024,240.933
REGION1,DEMPWRHYD,2025,258.1044
REGION1,DEMPWRHYD,2026,258.1044
REGION1,DEMPWRHYD,2027,258.1044
REGION1,DEMPWRHYD,2028,258.1044
REGION1,DEMPWRHYD,2029,258.1044
REGION1,DEMPWRHYD,2030,258.1044
REGION1,DEMPWRHYD,2031,258.1044
REGION1,DEMPWRHYD,2032,258.1044
REGION1,DEMPWRHYD,2033,258.1044
REGION1,DEMPWRHYD,2034,258.1044
REGION1,DEMPWRHYD,2035,258.1044
REGION1,DEMPWRHYD,2036,258.1044
REGION1,DEMPWRHYD,2037,258.1044
REGION1,DEMPWRHYD,2038,258.1044
REGION1,DEMPWRHYD,2039,258.1044
REGION1,DEMPWRHYD,2040,258.1044
REGION1,DEMPWRHYD,2041,258.1044
REGION1,DEMPWRHYD,2042,274.1932
REGION1,DEMPWRHYD,2043,314.8912
REGION1,DEMPWRHYD,2044,353.4794
REGION1,DEMPWRHYD,2045,391.6575
REGION1,DEMPWRHYD,2046,428.2569
REGION1,DEMPWRHYD,2047,428.2569
REGION1,DEMPWRHYD,2048,428.2569
REGION1,DEMPWRHYD,2049,428.2569
REGION1,DEMPWRHYD,2050,428.2569
REGION1,DEMPWRNGS,2024,21.3559
REGION1,DEMPWRNGS,2039,1.8085
REGION1,DEMPWRNGS,2040,6.0168
REGION1,DEMPWRNGS,2041,10.2241
REGION1,DEMPWRNGS,2042,9.5869
REGION1,DEMPWRNGS,2043,1.3481
REGION1,DEMPWRNGS,2049,69.6568
REGION1,DEMPWRSOL,2020,0.0157
REGION1,DEMPWRSOL,2021,0.0157
REGION1,DEMPWRSOL,2022,0.0157
REGION1,DEMPWRSOL,2023,0.0157
REGION1,DEMPWRSOL,2024,0.0157
REGION1,DEMPWRSOL,2025,0.0157
REGION1,DEMPWRSOL,2026,0.0157
REGION1,DEMPWRSOL,2027,0.0157
REGION1,DEMPWRSOL,2028,0.0157
REGION1,DEMPWRSOL,2029,0.0157
REGION1,DEMPWRSOL,2030,0.0157
REGION1,DEMPWRSOL,2031,0.0157
REGION1,DEMPWRSOL,2032,0.0157
REGION1,DEMPWRSOL,2033,0.0157
REGION1,DEMPWRSOL,2034,0.0157
REGION1,DEMPWRSOL,2035,0.0157
REGION1,DEMPWRSOL,2036,0.0157
REGION1,DEMPWRSOL,2037,0.0157
REGION1,DEMPWRSOL,2038,83.4821
REGION1,DEMPWRSOL,2039,227.8332
REGION1,DEMPWRSOL,2040,366.5079
REGION1,DEMPWRSOL,2041,505.1519
REGION1,DEMPWRSOL,2042,612.1953
REGION1,DEMPWRSOL,2043,678.1126
REGION1,DEMPWRSOL,2044,734.6079
REGION1,DEMPWRSOL,2045,791.3802
REGION1,DEMPWRSOL,2046,845.7043
REGION1,DEMPWRSOL,2047,845.7043
REGION1,DEMPWRSOL,2048,884.6034
REGION1,DEMPWRSOL,2049,941.1111
REGION1,DEMPWRSOL,2050,1156.4079
REGION1,DEMPWRSURBC1,2020,0.3768
REGION1,DEMPWRSURBC1,2021,0.3768
REGION1,DEMPWRSURBC1,2022,0.3768
REGION1,DEMPWRSURBC1,2023,0.3768
REGION1,DEMPWRSURBC1,2024,0.5563
REGION1,DEMPWRSURBC1,2025,0.3768
REGION1,DEMPWRSURBC1,2026,0.4082
REGION1,DEMPWRSURBC1,2027,0.4351
REGION1,DEMPWRSURBC1,2028,0.4611
REGION1,DEMPWRSURBC1,2029,0.4867
REGION1,DEMPWRSURBC1,2030,0.5163
REGION1,DEMPWRSURBC1,2031,1.877
REGION1,DEMPWRSURBC1,2032,3.7748
REGION1,DEMPWRSURBC1,2033,5.6717
REGION1,DEMPWRSURBC1,2034,7.5699
REGION1,DEMPWRSURBC1,2035,9.4939
REGION1,DEMPWRSURBC1,2036,11.3912
REGION1,DEMPWRSURBC1,2037,11.624
REGION1,DEMPWRSURBC1,2038,11.6715
REGION1,DEMPWRSURBC1,2039,11.6867
REGION1,DEMPWRSURBC1,2040,11.7221
REGION1,DEMPWRSURBC1,2041,11.7574
REGION1,DEMPWRSURBC1,2042,11.7521
REGION1,DEMPWRSURBC1,2043,11.6828
REGION1,DEMPWRSURBC1,2044,11.6715
REGION1,DEMPWRSURBC1,2045,11.6715
REGION1,DEMPWRSURBC1,2046,11.6715
REGION1,DEMPWRSURBC1,2047,11.7273
REGION1,DEMPWRSURBC1,2048,12.3532
REGION1,DEMPWRSURBC1,2049,13.0721
REGION1,DEMPWRSURBC1,2050,10.0387
REGION1,DEMPWRURN,2031,105.4852
REGION1,DEMPWRURN,2032,256.1011
REGION1,DEMPWRURN,2033,406.6504
REGION1,DEMPWRURN,2034,557.2996
REGION1,DEMPWRURN,2035,709.9974
REGION1,DEMPWRURN,2036,860.58
REGION1,DEMPWRURN,2037,871.0559
REGION1,DEMPWRURN,2038,871.0559
REGION1,DEMPWRURN,2039,871.0559
REGION1,DEMPWRURN,2040,871.0559
REGION1,DEMPWRURN,2041,871.0559
REGION1,DEMPWRURN,2042,871.0559
REGION1,DEMPWRURN,2043,871.0559
REGION1,DEMPWRURN,2044,871.0559
REGION1,DEMPWRURN,2045,871.0559
REGION1,DEMPWRURN,2046,871.0559
REGION1,DEMPWRURN,2047,871.0559
REGION1,DEMPWRURN,2048,871.0559
REGION1,DEMPWRURN,2049,871.0559
REGION1,DEMPWRURN,2050,676.7942
REGION1,DEMPWRWND,2020,153.7001
REGION1,DEMPWRWND,2021,166.9698
REGION1,DEMPWRWND,2022,179.833
